Date;                  Close
12/04/2022;122.889999
13/04/2022;126.050003
14/04/2022;121.309998
18/04/2022;119.389999
19/04/2022;125.620003
20/04/2022;114.519997
21/04/2022;107.709999
22/04/2022;102.669998
25/04/2022;107.379997
26/04/2022;100.470001
27/04/2022;99.930000
28/04/2022;104.639999
29/04/2022;99.540001
02/05/2022;105.860001
03/05/2022;102.330002
04/05/2022;106.790001
05/05/2022;95.550003
06/05/2022;96.190002
09/05/2022;83.860001
10/05/2022;84.389999
11/05/2022;71.220001
12/05/2022;75.760002
13/05/2022;84.150002
16/05/2022;79.699997
17/05/2022;84.790001
18/05/2022;82.059998
19/05/2022;87.139999
20/05/2022;83.440002
23/05/2022;83.400002
24/05/2022;75.879997
25/05/2022;77.949997
26/05/2022;83.410004
27/05/2022;90.519997
31/05/2022;87.510002
01/06/2022;81.910004
02/06/2022;87.440002
03/06/2022;83.099998
06/06/2022;83.379997
